component,question number,text,topic
4,3,"PhysicsAndMathsTutor.com3 F ig. 1.1 shows seven different species of amphibian. A C E G B D F not drawn to scale Fig. 1.1 PhysicsAndMathsTutor.com(a)  Use the key to identify each species. Write the letter of each species (A to G) in the correct box beside the key. One has been done for you. Key 1 (a) long, narrow body, with or without legs (b) body not long and narrow, back legs are larger than the front legs go to 2 go to 5 2 (a) body without legs Gymnopis multiplicata B (b) body with legs which are all of the same size go to 3 3 (a) raised crest along the back of the body Triturus cristatus (b) no crest along the back of the body go to 4 4 (a) gills present (b) no gills present 5 (a) skin is smooth (b) skin is not smooth 6 (a) digits end in swellings Necturus maculosus Ambystoma tigrinum go to 6 Oreophrynella quelchii Polypedates leucomystax (b) digits do not end in round swellings Rana temporaria [3] (b)  Many amphibian species throughout the world are endangered. Suggest three reasons why many amphibian species are endangered. 1  ................................................................................................................................................ ................................................................................................................................................... 2  ................................................................................................................................................ ................................................................................................................................................... 3  ................................................................................................................................................ ................................................................................................................................................... [3]",1. Characteristics and Classification of Living Organisms
4,2,PhysicsAndMathsTutor.com2 (a)  Fig. 1.1 shows five species of mollusc. A B C D E Fig. 1.1 Use the key to identify each species. Write the letter of each species (A to E) in the correct box beside the key. Key 1 (a) body is completely or partly covered in a shell go to 2 (b) body is not completely covered or partly covered in a shell Limax flavus 2 (a) shell is attached to rocks by thin threads (b) shell is not attached to rocks by thin threads Mytilus edulis go to 3 3 (a) shell is a spire that comes to a point Buccinum undatum (b) shell is not a spire that comes to a point go to 4 4 (a) animal has tentacles (b) animal has 2 tentacles Nautilus pompilius Planorbis planorbis [3] (b)  State two features that are shown by all molluscs. 1  ................................................................................................................................................ 2  ................................................................................................................................................ [2],1. Characteristics and Classification of Living Organisms
4,1,"11 (a Table 1.1 shows some features of the five groups of vertebrates. Complete  Table  1.1  to  compare  the  five  groups  of  vertebrates  using  a  tick  ((cid:1))  to indicate if the group shows the feature, or a cross ((cid:2)) if not. The first row has been completed for you. scaly skin Table 1.1 external ear (pinna) feathers feathers glands (cid:1) (cid:2) (cid:1) (cid:2) group of vertebrates birds bony fish amphibians reptiles mammals Fig. 1.1 shows a southern cassowary, Casuarius casuarius, which is a large bird that cannot fly. It lives in rainforests in northern Australia and southern New Guinea. The cassowary feeds on fruits and helps to disperse seeds for many tree species, such as the cassowary plum. [4] (b) Suggest why the cassowary can digest the fruit but not the seeds of rainforest trees. Fig. 1.1 [2] PhysicsAndMathsTutor.com(c) Describe one method of seed dispersal that does not require animals. (d) State two environmental conditions that seeds require so that they can germinate. 1. 2. [2] [2] (e) Cassowaries  are  an  endangered  species.  Many  are  killed  on  the  roads  and development threatens their rainforest habitat. Cassowaries,  as  with  many  other  rainforest  species,  cannot  survive  in  small  nature reserves. Suggest why species, such as cassowaries, cannot survive in small nature reserves. [3]",1. Characteristics and Classification of Living Organisms
4,4,"PhysicsAndMathsTutor.com4  Reed warblers are small birds that migrate over long distances between western Africa and northern Europe. Fig. 5.1 shows a reed warbler, Acrocephalus scirpaceus. (a) State three characteristic features of birds that are visible in Fig. 5.1. Fig. 5.1 1 2 3 [3] A  study  was  carried  out  in  Sweden  into  the  effects  of  natural  selection  on  wing  length  in reed warblers. The wings of young reed warblers reach their maximum length a few days after leaving the nest. At  this  age  the  wing  length  in  millimetres  of  each  bird  was  recorded.  Each  bird  was identified by putting a small ring around one of its legs. When the birds were caught in net traps as adults, the information on the rings was used to identify specific birds and their ages. PhysicsAndMathsTutor.comThe  length  of  time  between  ringing  and  trapping  was  recorded  for  each  bird  that  was identified before it was released. The mean age at trapping was calculated for birds with each wing length. The results are shown in Table 5.1. Table 5.1 wing length at ringing / number of birds mean age at trapping / mm 63 or less 64 655 666 7 67 8 68 69 70 or more trapped 24 72 1 1 1 1 66 23 total = 771 days 253 256 297 346 349 270 237 199 (b)  (i)  Explain why wing length is an example of continuous variation. (ii)  Suggest  a  feature  of  reed  warblers,  other  than  wing  length,  that  shows continuous variation. [1] [2] PhysicsAndMathsTutor.com(c) The researchers concluded that reed warblers with a wing length of 66-67 mm had the best chance of survival. (i) Describe the evidence from Table 5.1 that supports this conclusion. (ii) The  researchers  also  suggested  that  more  evidence  was  needed  to  make  this conclusion. Suggest what other evidence would show that birds with wings 66-67 mm in length have the best chance of survival. [4] [3] PhysicsAndMathsTutor.com(d) Scientists have discovered that genes are responsible for wing length in reed warblers. The  most  common  length  of  wing  has  been  66-67  mm  for  many  generations  of  these birds. Explain how natural selection may be responsible for maintaining the mean wing length of reed warblers at 66-67 mm. [4]",1. Characteristics and Classification of Living Organisms
4,2,PhysicsAndMathsTutor.com2  Table 1.1 shows some of the external features of the five classes of vertebrates. Complete the table by using a tick ((cid:1)) to indicate if each class has the feature or a cross (×) if it does not. The first row has been completed for you. Table 1.1 eatu feature amphibia reptiles birds mammals mammary glands × × × (cid:1) fur / hair scales / scaly skin external ears feathers [4],1. Characteristics and Classification of Living Organisms
4,1,"1 Fig. 2.1 is an electron micrograph showing the bacteria, Vibrio cholerae. Fig. 2.1 (a) (i) Bacteria are prokaryotes. State two distinguishing features of all prokaryotes. 1 ............................................................................................................................. 2 ............................................................................................................................. [2] (ii) The bacteria shown in Fig. 2.1 each have a flagellum. Suggest the function of the flagellum in bacteria. ................................................................................................................................ ................................................................................................................................ ................................................................................................................................ [1] PhysicsAndMathsTutor.com(b) V. cholerae is the pathogen that causes cholera. Vaccination is used to control the spread of cholera during an outbreak. Explain how vaccination can control the spread of diseases. ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... [4] (c) Many years ago scientists discovered that V. cholerae secretes a toxin. Fig. 2.2 shows the results of an experiment to measure the flow of chloride ions out of human cells with and without the toxin. flow of chloride ions / arbitrary units 14 12 10 8 6 4 2 0 key with toxin without toxin 0 50 100 150 time / s Fig. 2.2 200 250 300 PhysicsAndMathsTutor.com(i) Calculate the difference in flow of chloride ions between the cells with the toxin and the cells without the toxin at 50 seconds. Show your working and state the units in your answer. ................................................. [2] (ii) Use the data in Fig. 2.2 to describe the effect of the toxin on the flow of chloride ions out of the cells. ................................................................................................................................ ................................................................................................................................ ................................................................................................................................ ................................................................................................................................ ................................................................................................................................ ................................................................................................................................ ................................................................................................................................ [3] (iii) Chloride ions cannot move out of cells by simple diffusion. Suggest and describe how chloride ions could move out of cells. ................................................................................................................................ ................................................................................................................................ ................................................................................................................................ ................................................................................................................................ ................................................................................................................................ ................................................................................................................................ ................................................................................................................................ [3] PhysicsAndMathsTutor.com(d) The loss of chloride ions from cells causes diarrhoea and dehydration in patients with cholera. (i) State which organ in the alimentary canal is affected by the cholera toxin. ................................................................................................................................ [1] (ii) Describe the treatment for cholera. ................................................................................................................................ ................................................................................................................................ ................................................................................................................................ ................................................................................................................................ ................................................................................................................................ [2]",1. Characteristics and Classification of Living Organisms
4,4,"PhysicsAndMathsTutor.com4  The  freshwater  mussel,  Margaritifera  margaritifera,  is  a  mollusc  which  lives  in  rivers  and streams. When  the  mussel  reproduces,  gametes  are  released  into  the  water  and  fertilisation  takes place. The embryos, in the form of larvae, attach themselves to the gills of fish and develop there for a few months. The larvae then release themselves and grow in sand in the river, feeding by filtering food from the water. The number of mussels is falling due to human predation and the species is threatened with extinction. (a)  The mussel belongs to the group known as the molluscs. State two features you would expect the mussel to have. 1. 2. [2] (b)  Explain how the species name of the freshwater mussel can be distinguished from its genus. (c)  State the type of reproduction shown by the mussel. Explain your answer. type of reproduction explanation [1] [2] (d)  (i)  Fish  gills  have  the  same  function  as  lungs.  Suggest  one  advantage  to  a  mussel larva of attaching itself to fish gills. (ii)  The mussel develops on the fish gills. Define the term development. [1] [1] PhysicsAndMathsTutor.com(e) The  mussel  is  threatened  with  extinction.  Name  another  organism  which  is  also threatened with extinction and outline how it could be conserved. name of species outline of conservation [3]",1. Characteristics and Classification of Living Organisms
4,5,"PhysicsAndMathsTutor.com5  Fig. 3.1 shows a female lion in a game reserve. Fig. 3.1 (a)  (i)  State one feature, visible in Fig. 3.1, which identifies the lion as a mammal. (ii)  State one other feature, not visible in Fig. 3.1, which distinguishes mammals from all other vertebrate groups. [1] [1] PhysicsAndMathsTutor.com(b)  Study the eyes of the lion in Fig. 3.1. (i)  Suggest  and  explain  what  the  light  conditions  were  when  the  photograph  was taken. light conditions explanation (ii)  Explain the importance of the eyes reacting to light in this way. (c)  Scientists say that lions are unable to see in colour. Suggest how a study of a lion’s retina would provide evidence for this statement. [2] [2] [1] (d) The  lion  in  Fig.  3.1  was  observing  tourists  nearby.  It  turned  its  head  to  see  zebras moving in the distance. Describe how the eyes of the lion would adjust to focus on the zebras. (e)  The lion was photographed in a game reserve in Namibia. Explain why the conservation of animals in game reserves is important. [3] [3]",1. Characteristics and Classification of Living Organisms
4,6,"PhysicsAndMathsTutor.com6 (a Draw a straight line to match the diagram of each tissue with its function. The first has been completed for you. absorbs water and minerals from soil for the plant carries oxygen around the body of mammals contracts to cause movement within animals moves dust and bacteria up the bronchi of a mammal transports water and minerals through the stem of a plant (not drawn to same scale) [4] (b) Explain why a leaf is described as an organ, not a tissue. [3]",1. Characteristics and Classification of Living Organisms
4,3,"PhysicsAndMathsTutor.com3  Fig. 1.1 shows a bacterium, a virus and a fungus. Fig. 1.1 not to scale (a) Complete  the  table  to  compare  the  three  organisms  shown  in  Fig.  1.1  by  using  a  tick ((cid:1)) to indicate if the organism shows the feature, or a cross (x) if it does not. The first row has been completed for you. feature eature ba virus fungus x (cid:1) produces spores hyphae capsule nucleus (b) Explain how the fungus shown in Fig. 1.1 is adapted to obtain its food. [3] [3] PhysicsAndMathsTutor.com(c)  Explain how the fungus spreads to new sources of food. [2]",1. Characteristics and Classification of Living Organisms
4,1,"1 Fig. 1.1 shows seven marsupial mammals. A C B E D F G not drawn to scale Fig. 1.1 PhysicsAndMathsTutor.com(a)  (i)  State  one  visible  feature  that  could  be  used  to  identify  the  marsupials  in  Fig. 1.1  as mammals. .......................................................................................................................................[1] (ii)  Use  the  key  to  identify  each  species. Write  the  letter  of  each  species  (A  to  G)  in  the correct box beside the key. One has been done for you. 1  (a) tail visible (b) no tail visible key go to 2 go to 3 2  (a) back feet at least twice as long as front feet go to 4 (b) back feet and front feet of similar length go to 5 3  (a) large ears relative to the size of the head Phascolarctos cinereus (b) small ears relative to the size of the head Vombatus ursinus 4  (a) tail at least twice as long as body Sminthopsis longicaudata (b) tail less than twice as long as body 5  (a) uniform body colouring (b) markings on body Macropus rufus Paljara tirarense go to 6 6  (a) white band across back and chest Sarcophilus harrisii (b) no white band across back and chest Dasyurus maculatus G [3] (b)  Sexual reproduction occurs in all mammals. A zygote is formed from the fertilisation of a male gamete and a female gamete. (i) Name the process that results in the formation of haploid gametes. .......................................................................................................................................[1] (ii)  Explain the importance of sexual reproduction in mammals. ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... .......................................................................................................................................[3] PhysicsAndMathsTutor.com(c)  Marsupials  differ  from  other  mammals  by  giving  birth  to  relatively  undeveloped  offspring. Female humans have a placenta and therefore give birth to more developed offspring. (i) Describe the role of the placenta in humans. ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... .......................................................................................................................................[4] (ii) In humans, the placenta is connected to the amniotic sac which contains amniotic fluid. State two functions of the amniotic fluid. ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... .......................................................................................................................................[2]",1. Characteristics and Classification of Living Organisms
4,2,"PhysicsAndMathsTutor.com2  Molluscs are important animals in many aquatic and terrestrial ecosystems. Fig. 1.1 shows four species of mollusc that live in the sea. common whelk Buccinum undatum edible mussel Mytilus edulis stout razor clam Tagelus plebeius not to scale Fig. 1.1 common octopus Octopus vulgaris (a) State two features shown by all mollusc species. 1 2 [2] (b) State two features, visible in Fig. 1.1, in which the octopus differs from the other three molluscs. 1 2 [2] PhysicsAndMathsTutor.com(c) The edible mussel, Mytilus edulis, is attached to rocks that are exposed to the air at low tide. Use Fig. 1.1 to suggest how an edible mussel is adapted to attach to rocks and survive when exposed to the air. [2] (d) The zebra mussel, Dreissena polymorpha, is a freshwater mussel that originates from rivers in southern Russia. The mussel was introduced into the Great Lakes of North America and has increased in huge numbers with serious effects on the food webs of the lakes. Explain why an introduced species, such as the zebra mussel, can have serious effects on the populations of the species that are already living in the area. [3] PhysicsAndMathsTutor.com(e) The freshwater mussel, Pletholophus swinhoei, was used in a project to monitor water pollution by chemical waste in northern Vietnam. This was done by regularly counting the number of mussels in the river. Suggest the advantages of using freshwater mussels to monitor the pollution of water instead of carrying out chemical analysis of the water. (f) Non-biodegradable plastics are a serious problem in many aquatic ecosystems. Explain  the  harm  that  non-biodegradable  plastics  may  cause  to  organisms  in  aquatic ecosystems. [2] [3]",1. Characteristics and Classification of Living Organisms
